영업일자,상품분류,상품명,판매수량
2024-04-14,그랜드테이블,유자티(ICE),4
2024-04-14,그랜드테이블,아임파인주스,1
2024-04-15,그랜드테이블,카페라떼(HOT),3
2024-04-15,그랜드테이블,카페라떼(ICE),4
2024-04-15,그랜드테이블,카푸치노(HOT),2
2024-04-15,그랜드테이블,바닐라라떼(HOT),2
2024-04-15,그랜드테이블,바닐라라떼(ICE),1
2024-04-15,그랜드테이블,카페모카(ICE),1
2024-04-15,그랜드테이블,아이스티,2
2024-04-15,그랜드테이블,청포도주스(ICE),1
2024-04-15,그랜드테이블,아메리카노(HOT),26
2024-04-15,그랜드테이블,아메리카노(ICE),21
2024-04-15,그랜드테이블,아이스메리 스트로베리,2
2024-04-15,그랜드테이블,꿀자몽블랙티(HOT),1
2024-04-15,그랜드테이블,꿀자몽블랙티(ICE),1
2024-04-15,그랜드테이블,유자티(ICE),1
2024-04-16,그랜드테이블,카페라떼(HOT),2
2024-04-16,그랜드테이블,카페라떼(ICE),1
2024-04-16,그랜드테이블,바닐라라떼(HOT),4
2024-04-16,그랜드테이블,카페모카(HOT),1
2024-04-16,그랜드테이블,초코라떼(HOT),1
2024-04-16,그랜드테이블,초코라떼(ICE),1
2024-04-16,그랜드테이블,청포도주스(ICE),2
2024-04-16,그랜드테이블,아메리카노(HOT),25
2024-04-16,그랜드테이블,아메리카노(ICE),39
2024-04-16,그랜드테이블,아이스메리 스트로베리,2
2024-04-16,그랜드테이블,꿀자몽블랙티(HOT),2
2024-04-16,그랜드테이블,꿀자몽블랙티(ICE),1
2024-04-16,그랜드테이블,유자티(HOT),2
2024-04-16,그랜드테이블,유자티(ICE),2
2024-04-17,그랜드테이블,카페라떼(HOT),7
2024-04-17,그랜드테이블,카페라떼(ICE),4
2024-04-17,그랜드테이블,바닐라라떼(HOT),7
2024-04-17,그랜드테이블,바닐라라떼(ICE),2
2024-04-17,그랜드테이블,카페모카(HOT),2
2024-04-17,그랜드테이블,카페모카(ICE),1
2024-04-17,그랜드테이블,초코라떼(HOT),2
2024-04-17,그랜드테이블,초코라떼(ICE),1
2024-04-17,그랜드테이블,아이스티,1
2024-04-17,그랜드테이블,청포도주스(ICE),5
2024-04-17,그랜드테이블,아메리카노(HOT),19
2024-04-17,그랜드테이블,아메리카노(ICE),11
2024-04-17,그랜드테이블,아이스메리 스트로베리,3
2024-04-17,그랜드테이블,꿀자몽블랙티(HOT),1
2024-04-17,그랜드테이블,유자티(HOT),1
2024-04-17,그랜드테이블,유자티(ICE),1
2024-04-17,그랜드테이블,아임파인주스,1
2024-04-18,그랜드테이블,카페라떼(HOT),3
2024-04-18,그랜드테이블,카페라떼(ICE),1
2024-04-18,그랜드테이블,카푸치노(HOT),2
2024-04-18,그랜드테이블,바닐라라떼(ICE),5
2024-04-18,그랜드테이블,카페모카(HOT),1
2024-04-18,그랜드테이블,초코라떼(ICE),1
2024-04-18,그랜드테이블,아메리카노(HOT),20
2024-04-18,그랜드테이블,아메리카노(ICE),24
2024-04-18,그랜드테이블,꿀자몽블랙티(ICE),1
2024-04-18,그랜드테이블,유자티(HOT),1
2024-04-18,그랜드테이블,유자티(ICE),1
2024-04-18,그랜드테이블,아임파인주스,1
2024-04-19,그랜드테이블,카페라떼(HOT),7
2024-04-19,그랜드테이블,카페라떼(ICE),3
2024-04-19,그랜드테이블,카푸치노(HOT),2
2024-04-19,그랜드테이블,바닐라라떼(HOT),1
2024-04-19,그랜드테이블,바닐라라떼(ICE),3
2024-04-19,그랜드테이블,카페모카(HOT),1
2024-04-19,그랜드테이블,초코라떼(HOT),1
2024-04-19,그랜드테이블,초코라떼(ICE),1
2024-04-19,그랜드테이블,청포도주스(ICE),2
2024-04-19,그랜드테이블,아메리카노(HOT),19
2024-04-19,그랜드테이블,아메리카노(ICE),28
2024-04-19,그랜드테이블,아이스메리 스트로베리,1
2024-04-19,그랜드테이블,꿀자몽블랙티(HOT),1
2024-04-19,그랜드테이블,꿀자몽블랙티(ICE),1
2024-04-19,그랜드테이블,아임파인주스,1
2024-04-20,그랜드테이블,카페라떼(HOT),11
2024-04-20,그랜드테이블,카페라떼(ICE),5
2024-04-20,그랜드테이블,카푸치노(HOT),5
2024-04-20,그랜드테이블,바닐라라떼(HOT),8
2024-04-20,그랜드테이블,바닐라라떼(ICE),4
2024-04-20,그랜드테이블,카페모카(HOT),2
2024-04-20,그랜드테이블,카페모카(ICE),1
2024-04-20,그랜드테이블,초코라떼(ICE),1
2024-04-20,그랜드테이블,아이스티,1
2024-04-20,그랜드테이블,청포도주스(ICE),1
2024-04-20,그랜드테이블,아메리카노(HOT),44
2024-04-20,그랜드테이블,아메리카노(ICE),26
2024-04-20,그랜드테이블,아이스메리 스트로베리,5
2024-04-20,그랜드테이블,꿀자몽블랙티(HOT),1
2024-04-20,그랜드테이블,유자티(HOT),1
2024-04-23,그랜드테이블,카페라떼(HOT),2
2024-04-23,그랜드테이블,바닐라라떼(ICE),2
2024-04-23,그랜드테이블,카페모카(ICE),1
2024-04-23,그랜드테이블,아메리카노(HOT),8
2024-04-23,그랜드테이블,아메리카노(ICE),11
2024-04-23,그랜드테이블,아이스메리 스트로베리,3
2024-04-23,그랜드테이블,유자티(HOT),1
2024-04-23,그랜드테이블,유자티(ICE),1
2024-04-24,그랜드테이블,카페라떼(HOT),8
2024-04-24,그랜드테이블,카페라떼(ICE),2
2024-04-24,그랜드테이블,바닐라라떼(HOT),5
2024-04-24,그랜드테이블,바닐라라떼(ICE),2
2024-04-24,그랜드테이블,카페모카(ICE),2
2024-04-24,그랜드테이블,초코라떼(HOT),2
2024-04-24,그랜드테이블,청포도주스(ICE),2
2024-04-24,그랜드테이블,아메리카노(HOT),23
2024-04-24,그랜드테이블,아메리카노(ICE),21
2024-04-24,그랜드테이블,아이스메리 스트로베리,4
2024-04-24,그랜드테이블,꿀자몽블랙티(HOT),2
2024-04-24,그랜드테이블,아임파인주스,1
2024-04-25,그랜드테이블,카페라떼(HOT),6
2024-04-25,그랜드테이블,카페라떼(ICE),1
2024-04-25,그랜드테이블,카푸치노(HOT),1
2024-04-25,그랜드테이블,바닐라라떼(HOT),3
2024-04-25,그랜드테이블,바닐라라떼(ICE),2
2024-04-25,그랜드테이블,카페모카(HOT),1
2024-04-25,그랜드테이블,청포도주스(ICE),1
2024-04-25,그랜드테이블,아메리카노(HOT),17
2024-04-25,그랜드테이블,아메리카노(ICE),13
2024-04-25,그랜드테이블,아이스메리 스트로베리,1
2024-04-25,그랜드테이블,유자티(HOT),1
2024-04-26,그랜드테이블,카페라떼(HOT),9
2024-04-26,그랜드테이블,카페라떼(ICE),4
2024-04-26,그랜드테이블,바닐라라떼(HOT),5
2024-04-26,그랜드테이블,바닐라라떼(ICE),5
2024-04-26,그랜드테이블,초코라떼(ICE),1
2024-04-26,그랜드테이블,아메리카노(HOT),23
2024-04-26,그랜드테이블,아메리카노(ICE),18
2024-04-26,그랜드테이블,아이스메리 스트로베리,2
2024-04-26,그랜드테이블,유자티(HOT),1
2024-04-26,그랜드테이블,유자티(ICE),2
2024-04-27,그랜드테이블,카페라떼(HOT),13
2024-04-27,그랜드테이블,카페라떼(ICE),6
2024-04-27,그랜드테이블,카푸치노(HOT),1
2024-04-27,그랜드테이블,바닐라라떼(HOT),4
2024-04-27,그랜드테이블,바닐라라떼(ICE),3
2024-04-27,그랜드테이블,카페모카(ICE),2
2024-04-27,그랜드테이블,초코라떼(HOT),1
2024-04-27,그랜드테이블,청포도주스(ICE),4
2024-04-27,그랜드테이블,아메리카노(HOT),35
2024-04-27,그랜드테이블,아메리카노(ICE),27
2024-04-27,그랜드테이블,아이스메리 스트로베리,6
2024-04-27,그랜드테이블,꿀자몽블랙티(ICE),2
2024-04-27,그랜드테이블,유자티(HOT),3
2024-04-27,그랜드테이블,유자티(ICE),1
2024-04-27,그랜드테이블,아임파인주스,5
2024-04-28,그랜드테이블,카페라떼(HOT),7
2024-04-28,그랜드테이블,카페라떼(ICE),4
2024-04-28,그랜드테이블,카푸치노(HOT),2
2024-04-28,그랜드테이블,바닐라라떼(HOT),5
2024-04-28,그랜드테이블,바닐라라떼(ICE),5
2024-04-28,그랜드테이블,카페모카(HOT),1
2024-04-28,그랜드테이블,카페모카(ICE),1
2024-04-28,그랜드테이블,초코라떼(ICE),2
2024-04-28,그랜드테이블,아이스티,1
2024-04-28,그랜드테이블,청포도주스(ICE),6
2024-04-28,그랜드테이블,아메리카노(HOT),26
2024-04-28,그랜드테이블,아메리카노(ICE),21
2024-04-28,그랜드테이블,아이스메리 스트로베리,1
2024-04-28,그랜드테이블,꿀자몽블랙티(ICE),2
2024-04-28,그랜드테이블,유자티(HOT),2
2024-04-28,그랜드테이블,아임파인주스,2
2024-04-29,그랜드테이블,카페라떼(HOT),2
2024-04-29,그랜드테이블,카페라떼(ICE),4
2024-04-29,그랜드테이블,카푸치노(HOT),1
2024-04-29,그랜드테이블,바닐라라떼(HOT),4
2024-04-29,그랜드테이블,초코라떼(HOT),1
2024-04-29,그랜드테이블,초코라떼(ICE),1
2024-04-29,그랜드테이블,청포도주스(ICE),1
2024-04-29,그랜드테이블,아메리카노(HOT),15
2024-04-29,그랜드테이블,아메리카노(ICE),13
2024-04-29,그랜드테이블,아이스메리 스트로베리,2
2024-04-29,그랜드테이블,꿀자몽블랙티(ICE),1
2024-04-29,그랜드테이블,유자티(ICE),1
2024-04-30,그랜드테이블,카페라떼(HOT),2
2024-04-30,그랜드테이블,카페라떼(ICE),1
2024-04-30,그랜드테이블,바닐라라떼(HOT),1
2024-04-30,그랜드테이블,카페모카(HOT),1
2024-04-30,그랜드테이블,청포도주스(ICE),1
2024-04-30,그랜드테이블,아메리카노(HOT),9
2024-04-30,그랜드테이블,아메리카노(ICE),10
2024-04-30,그랜드테이블,유자티(HOT),3
2024-05-01,그랜드테이블,카페라떼(HOT),7
2024-05-01,그랜드테이블,카페라떼(ICE),4
2024-05-01,그랜드테이블,카푸치노(HOT),3
2024-05-01,그랜드테이블,바닐라라떼(HOT),4
2024-05-01,그랜드테이블,바닐라라떼(ICE),5
2024-05-01,그랜드테이블,카페모카(HOT),5
2024-05-01,그랜드테이블,카페모카(ICE),2
2024-05-01,그랜드테이블,초코라떼(HOT),1
2024-05-01,그랜드테이블,아이스티,1
2024-05-01,그랜드테이블,청포도주스(ICE),1
2024-05-01,그랜드테이블,아메리카노(HOT),38
2024-05-01,그랜드테이블,아메리카노(ICE),18
2024-05-01,그랜드테이블,아이스메리 스트로베리,11
2024-05-01,그랜드테이블,꿀자몽블랙티(ICE),2
2024-05-01,그랜드테이블,유자티(HOT),1
2024-05-01,그랜드테이블,유자티(ICE),2
2024-05-01,그랜드테이블,아임파인주스,1
2024-05-02,그랜드테이블,카페라떼(HOT),3
2024-05-02,그랜드테이블,카페라떼(ICE),1
2024-05-02,그랜드테이블,카푸치노(HOT),2
2024-05-02,그랜드테이블,바닐라라떼(HOT),2
2024-05-02,그랜드테이블,바닐라라떼(ICE),2
2024-05-02,그랜드테이블,카페모카(HOT),1
2024-05-02,그랜드테이블,카페모카(ICE),1
2024-05-02,그랜드테이블,초코라떼(ICE),2
2024-05-02,그랜드테이블,아메리카노(HOT),25
2024-05-02,그랜드테이블,아메리카노(ICE),14
2024-05-02,그랜드테이블,아이스메리 스트로베리,3
2024-05-02,그랜드테이블,꿀자몽블랙티(ICE),1
2024-05-02,그랜드테이블,유자티(ICE),2
2024-05-02,그랜드테이블,아임파인주스,2
2024-05-04,그랜드테이블,카페라떼(HOT),3
2024-05-04,그랜드테이블,카페라떼(ICE),4
2024-05-04,그랜드테이블,바닐라라떼(HOT),1
2024-05-04,그랜드테이블,바닐라라떼(ICE),4
2024-05-04,그랜드테이블,카페모카(HOT),2
2024-05-04,그랜드테이블,초코라떼(ICE),6
2024-05-04,그랜드테이블,아이스티,2
2024-05-04,그랜드테이블,청포도주스(ICE),4
2024-05-04,그랜드테이블,아메리카노(HOT),10
2024-05-04,그랜드테이블,아메리카노(ICE),16
2024-05-04,그랜드테이블,아이스메리 스트로베리,2
2024-05-04,그랜드테이블,아임파인주스,3
2024-05-05,그랜드테이블,카페라떼(HOT),3
2024-05-05,그랜드테이블,카푸치노(HOT),2
2024-05-05,그랜드테이블,바닐라라떼(HOT),2
2024-05-05,그랜드테이블,바닐라라떼(ICE),2
2024-05-05,그랜드테이블,카페모카(ICE),1
2024-05-05,그랜드테이블,초코라떼(ICE),1
2024-05-05,그랜드테이블,청포도주스(ICE),2
2024-05-05,그랜드테이블,아메리카노(HOT),20
2024-05-05,그랜드테이블,아메리카노(ICE),19
2024-05-05,그랜드테이블,아이스메리 스트로베리,2
2024-05-05,그랜드테이블,꿀자몽블랙티(HOT),1
2024-05-05,그랜드테이블,유자티(ICE),2
2024-05-05,그랜드테이블,아임파인주스,2
2024-05-06,그랜드테이블,카페라떼(HOT),2
2024-05-06,그랜드테이블,카푸치노(HOT),1
2024-05-06,그랜드테이블,바닐라라떼(ICE),7
2024-05-06,그랜드테이블,카페모카(ICE),3
2024-05-06,그랜드테이블,아이스티,1
2024-05-06,그랜드테이블,아메리카노(HOT),7
2024-05-06,그랜드테이블,아메리카노(ICE),9
2024-05-06,그랜드테이블,꿀자몽블랙티(HOT),1
2024-05-06,그랜드테이블,꿀자몽블랙티(ICE),2
2024-05-06,그랜드테이블,아임파인주스,1
2024-05-07,그랜드테이블,카페라떼(HOT),2
2024-05-07,그랜드테이블,바닐라라떼(ICE),1
2024-05-07,그랜드테이블,초코라떼(ICE),1
2024-05-07,그랜드테이블,아메리카노(HOT),7
2024-05-07,그랜드테이블,아메리카노(ICE),4
2024-05-08,그랜드테이블,카페라떼(HOT),4
2024-05-08,그랜드테이블,카페라떼(ICE),1
2024-05-08,그랜드테이블,카푸치노(HOT),1
2024-05-08,그랜드테이블,바닐라라떼(HOT),3
2024-05-08,그랜드테이블,카페모카(ICE),1
2024-05-08,그랜드테이블,초코라떼(HOT),2
2024-05-08,그랜드테이블,청포도주스(ICE),2
2024-05-08,그랜드테이블,아메리카노(HOT),20
2024-05-08,그랜드테이블,아메리카노(ICE),6
2024-05-08,그랜드테이블,유자티(HOT),1
2024-05-09,그랜드테이블,카페라떼(HOT),5
2024-05-09,그랜드테이블,카페라떼(ICE),1
2024-05-09,그랜드테이블,카푸치노(HOT),2
2024-05-09,그랜드테이블,바닐라라떼(HOT),3
2024-05-09,그랜드테이블,바닐라라떼(ICE),1
2024-05-09,그랜드테이블,카페모카(HOT),1
2024-05-09,그랜드테이블,카페모카(ICE),1
2024-05-09,그랜드테이블,초코라떼(HOT),1
2024-05-09,그랜드테이블,초코라떼(ICE),1
2024-05-09,그랜드테이블,아메리카노(HOT),14
2024-05-09,그랜드테이블,아메리카노(ICE),5
2024-05-09,그랜드테이블,아이스메리 스트로베리,2
2024-05-09,그랜드테이블,아임파인주스,1
2024-05-10,그랜드테이블,카페라떼(HOT),5
2024-05-10,그랜드테이블,카페라떼(ICE),3
2024-05-10,그랜드테이블,바닐라라떼(HOT),2
2024-05-10,그랜드테이블,바닐라라떼(ICE),3
2024-05-10,그랜드테이블,청포도주스(ICE),1
2024-05-10,그랜드테이블,아메리카노(HOT),19
2024-05-10,그랜드테이블,아메리카노(ICE),13
2024-05-10,그랜드테이블,아이스메리 스트로베리,1
2024-05-10,그랜드테이블,아임파인주스,1
2024-05-11,그랜드테이블,카페라떼(HOT),7
2024-05-11,그랜드테이블,카페라떼(ICE),7
2024-05-11,그랜드테이블,카푸치노(HOT),2
2024-05-11,그랜드테이블,바닐라라떼(HOT),3
2024-05-11,그랜드테이블,바닐라라떼(ICE),5
2024-05-11,그랜드테이블,카페모카(HOT),3
2024-05-11,그랜드테이블,카페모카(ICE),1
2024-05-11,그랜드테이블,초코라떼(HOT),1
2024-05-11,그랜드테이블,초코라떼(ICE),4
2024-05-11,그랜드테이블,아이스티,2
2024-05-11,그랜드테이블,청포도주스(ICE),5
2024-05-11,그랜드테이블,아메리카노(HOT),31
2024-05-11,그랜드테이블,아메리카노(ICE),40
2024-05-11,그랜드테이블,아이스메리 스트로베리,5
2024-05-11,그랜드테이블,꿀자몽블랙티(HOT),1
2024-05-11,그랜드테이블,꿀자몽블랙티(ICE),1
2024-05-11,그랜드테이블,유자티(HOT),2
2024-05-11,그랜드테이블,유자티(ICE),1
2024-05-11,그랜드테이블,아임파인주스,2
2024-05-12,그랜드테이블,카페라떼(HOT),2
2024-05-12,그랜드테이블,카페라떼(ICE),1
2024-05-12,그랜드테이블,카푸치노(HOT),2
2024-05-12,그랜드테이블,바닐라라떼(HOT),2
2024-05-12,그랜드테이블,바닐라라떼(ICE),1
2024-05-12,그랜드테이블,카페모카(ICE),1
2024-05-12,그랜드테이블,초코라떼(HOT),1
2024-05-12,그랜드테이블,초코라떼(ICE),1
2024-05-12,그랜드테이블,아이스티,2
2024-05-12,그랜드테이블,청포도주스(ICE),4
2024-05-12,그랜드테이블,아메리카노(HOT),20
2024-05-12,그랜드테이블,아메리카노(ICE),19
2024-05-12,그랜드테이블,아이스메리 스트로베리,2
2024-05-12,그랜드테이블,꿀자몽블랙티(HOT),1
2024-05-12,그랜드테이블,꿀자몽블랙티(ICE),3
2024-05-12,그랜드테이블,유자티(HOT),1
2024-05-12,그랜드테이블,유자티(ICE),1
2024-05-13,그랜드테이블,카페라떼(HOT),3
2024-05-13,그랜드테이블,카페라떼(ICE),2
2024-05-13,그랜드테이블,카푸치노(HOT),3
2024-05-13,그랜드테이블,바닐라라떼(HOT),3
2024-05-13,그랜드테이블,초코라떼(HOT),1
2024-05-13,그랜드테이블,초코라떼(ICE),1
2024-05-13,그랜드테이블,아메리카노(HOT),17
2024-05-13,그랜드테이블,아메리카노(ICE),19
2024-05-13,그랜드테이블,아이스메리 스트로베리,1
2024-05-13,그랜드테이블,꿀자몽블랙티(ICE),1
2024-05-13,그랜드테이블,유자티(HOT),3
2024-05-13,그랜드테이블,아임파인주스,3
2024-05-14,그랜드테이블,카페라떼(HOT),4
2024-05-14,그랜드테이블,카페라떼(ICE),2
2024-05-14,그랜드테이블,카푸치노(HOT),2
2024-05-14,그랜드테이블,바닐라라떼(HOT),2
2024-05-14,그랜드테이블,바닐라라떼(ICE),3
2024-05-14,그랜드테이블,초코라떼(ICE),1
2024-05-14,그랜드테이블,청포도주스(ICE),4
2024-05-14,그랜드테이블,아메리카노(HOT),9
2024-05-14,그랜드테이블,아메리카노(ICE),14
2024-05-14,그랜드테이블,아이스메리 스트로베리,1
2024-05-14,그랜드테이블,꿀자몽블랙티(ICE),1
2024-05-14,그랜드테이블,유자티(HOT),1
2024-05-15,그랜드테이블,카페라떼(HOT),11
2024-05-15,그랜드테이블,카페라떼(ICE),8
2024-05-15,그랜드테이블,카푸치노(HOT),3
2024-05-15,그랜드테이블,바닐라라떼(HOT),3
2024-05-15,그랜드테이블,바닐라라떼(ICE),2
2024-05-15,그랜드테이블,카페모카(HOT),3
2024-05-15,그랜드테이블,카페모카(ICE),3
2024-05-15,그랜드테이블,초코라떼(ICE),1
2024-05-15,그랜드테이블,청포도주스(ICE),1
2024-05-15,그랜드테이블,아메리카노(HOT),35
2024-05-15,그랜드테이블,아메리카노(ICE),21
2024-05-15,그랜드테이블,아이스메리 스트로베리,2
2024-05-15,그랜드테이블,꿀자몽블랙티(ICE),2
2024-05-15,그랜드테이블,유자티(HOT),4
2024-05-15,그랜드테이블,유자티(ICE),1
2024-05-16,그랜드테이블,카페라떼(HOT),3
2024-05-16,그랜드테이블,카페라떼(ICE),1
2024-05-16,그랜드테이블,카푸치노(HOT),1
2024-05-16,그랜드테이블,바닐라라떼(ICE),1
2024-05-16,그랜드테이블,초코라떼(ICE),1
2024-05-16,그랜드테이블,아이스티,1
2024-05-16,그랜드테이블,아메리카노(HOT),11
2024-05-16,그랜드테이블,아메리카노(ICE),7
2024-05-16,그랜드테이블,아이스메리 스트로베리,1
2024-05-16,그랜드테이블,아임파인주스,1
2024-05-17,그랜드테이블,카페라떼(HOT),7
2024-05-17,그랜드테이블,카페라떼(ICE),2
2024-05-17,그랜드테이블,바닐라라떼(HOT),4
2024-05-17,그랜드테이블,바닐라라떼(ICE),3
2024-05-17,그랜드테이블,초코라떼(HOT),1
2024-05-17,그랜드테이블,아이스티,1
2024-05-17,그랜드테이블,청포도주스(ICE),1
2024-05-17,그랜드테이블,아메리카노(HOT),23
2024-05-17,그랜드테이블,아메리카노(ICE),13
2024-05-17,그랜드테이블,아이스메리 스트로베리,2
2024-05-17,그랜드테이블,유자티(HOT),1
2024-05-17,그랜드테이블,아임파인주스,1
2024-05-18,그랜드테이블,카페라떼(HOT),7
2024-05-18,그랜드테이블,카페라떼(ICE),8
2024-05-18,그랜드테이블,카푸치노(HOT),4
2024-05-18,그랜드테이블,바닐라라떼(HOT),4
2024-05-18,그랜드테이블,바닐라라떼(ICE),5
2024-05-18,그랜드테이블,카페모카(HOT),2
2024-05-18,그랜드테이블,카페모카(ICE),1
2024-05-18,그랜드테이블,초코라떼(HOT),1
2024-05-18,그랜드테이블,초코라떼(ICE),1
2024-05-18,그랜드테이블,아이스티,1
2024-05-18,그랜드테이블,청포도주스(ICE),3
2024-05-18,그랜드테이블,아메리카노(HOT),24
2024-05-18,그랜드테이블,아메리카노(ICE),25
2024-05-18,그랜드테이블,아이스메리 스트로베리,2
2024-05-18,그랜드테이블,꿀자몽블랙티(HOT),1
2024-05-18,그랜드테이블,유자티(HOT),1
2024-05-18,그랜드테이블,유자티(ICE),1
2024-05-18,그랜드테이블,아임파인주스,1
2024-05-19,그랜드테이블,카페라떼(HOT),5
2024-05-19,그랜드테이블,카페라떼(ICE),4
2024-05-19,그랜드테이블,카푸치노(HOT),1
2024-05-19,그랜드테이블,바닐라라떼(HOT),3
2024-05-19,그랜드테이블,바닐라라떼(ICE),3
2024-05-19,그랜드테이블,카페모카(HOT),2
2024-05-19,그랜드테이블,아메리카노(HOT),14
2024-05-19,그랜드테이블,아메리카노(ICE),24
2024-05-19,그랜드테이블,아이스메리 스트로베리,3
2024-05-19,그랜드테이블,꿀자몽블랙티(HOT),1
2024-05-19,그랜드테이블,유자티(HOT),1
2024-05-19,그랜드테이블,유자티(ICE),1
2024-05-19,그랜드테이블,아임파인주스,1
2024-05-20,그랜드테이블,카페라떼(HOT),3
2024-05-20,그랜드테이블,카페라떼(ICE),2
2024-05-20,그랜드테이블,카푸치노(HOT),1
2024-05-20,그랜드테이블,바닐라라떼(HOT),1
2024-05-20,그랜드테이블,바닐라라떼(ICE),2
2024-05-20,그랜드테이블,초코라떼(HOT),1
2024-05-20,그랜드테이블,아이스티,1
2024-05-20,그랜드테이블,청포도주스(ICE),1
2024-05-20,그랜드테이블,아메리카노(HOT),10
2024-05-20,그랜드테이블,아메리카노(ICE),23
2024-05-20,그랜드테이블,아이스메리 스트로베리,2
2024-05-20,그랜드테이블,유자티(HOT),2
2024-05-20,그랜드테이블,유자티(ICE),2
2024-05-20,그랜드테이블,아임파인주스,1
2024-05-21,그랜드테이블,카페라떼(ICE),3
2024-05-21,그랜드테이블,바닐라라떼(HOT),1
2024-05-21,그랜드테이블,바닐라라떼(ICE),3
2024-05-21,그랜드테이블,카페모카(ICE),3
2024-05-21,그랜드테이블,아메리카노(HOT),12
2024-05-21,그랜드테이블,아메리카노(ICE),16
2024-05-21,그랜드테이블,아이스메리 스트로베리,2
2024-05-21,그랜드테이블,아임파인주스,2
2024-05-22,그랜드테이블,카페라떼(HOT),4
2024-05-22,그랜드테이블,카페라떼(ICE),3
2024-05-22,그랜드테이블,바닐라라떼(HOT),4
2024-05-22,그랜드테이블,바닐라라떼(ICE),1
2024-05-22,그랜드테이블,초코라떼(ICE),1
2024-05-22,그랜드테이블,아이스티,1
2024-05-22,그랜드테이블,청포도주스(ICE),2
2024-05-22,그랜드테이블,아메리카노(HOT),24
2024-05-22,그랜드테이블,아메리카노(ICE),18
2024-05-22,그랜드테이블,아이스메리 스트로베리,2
2024-05-22,그랜드테이블,꿀자몽블랙티(HOT),1
2024-05-22,그랜드테이블,꿀자몽블랙티(ICE),1
2024-05-22,그랜드테이블,아임파인주스,2
2024-05-23,그랜드테이블,초코라떼(ICE),1
2024-05-23,그랜드테이블,아메리카노(HOT),1
2024-05-23,그랜드테이블,아메리카노(ICE),3
2024-05-23,그랜드테이블,아이스메리 스트로베리,1
2024-05-23,그랜드테이블,꿀자몽블랙티(ICE),1
2024-05-23,그랜드테이블,아임파인주스,1
2024-05-24,그랜드테이블,카페라떼(HOT),1
2024-05-24,그랜드테이블,카페라떼(ICE),3
2024-05-24,그랜드테이블,카푸치노(HOT),1
2024-05-24,그랜드테이블,바닐라라떼(HOT),3
2024-05-24,그랜드테이블,바닐라라떼(ICE),3
2024-05-24,그랜드테이블,카페모카(HOT),2
2024-05-24,그랜드테이블,카페모카(ICE),1
2024-05-24,그랜드테이블,초코라떼(HOT),1
2024-05-24,그랜드테이블,아이스티,1
2024-05-24,그랜드테이블,청포도주스(ICE),2
2024-05-24,그랜드테이블,아메리카노(HOT),22
2024-05-24,그랜드테이블,아메리카노(ICE),20
2024-05-24,그랜드테이블,꿀자몽블랙티(ICE),1
2024-05-24,그랜드테이블,유자티(HOT),1
2024-05-24,그랜드테이블,유자티(ICE),1
2024-05-24,그랜드테이블,아임파인주스,2
2024-05-25,그랜드테이블,카페라떼(HOT),5
2024-05-25,그랜드테이블,카페라떼(ICE),2
2024-05-25,그랜드테이블,카푸치노(HOT),2
2024-05-25,그랜드테이블,바닐라라떼(HOT),6
2024-05-25,그랜드테이블,바닐라라떼(ICE),3
2024-05-25,그랜드테이블,카페모카(HOT),2
2024-05-25,그랜드테이블,카페모카(ICE),2
2024-05-25,그랜드테이블,초코라떼(ICE),2
2024-05-25,그랜드테이블,아이스티,7
2024-05-25,그랜드테이블,청포도주스(ICE),4
2024-05-25,그랜드테이블,아메리카노(HOT),45
2024-05-25,그랜드테이블,아메리카노(ICE),31
2024-05-25,그랜드테이블,꿀자몽블랙티(HOT),2
2024-05-25,그랜드테이블,꿀자몽블랙티(ICE),1
2024-05-25,그랜드테이블,아임파인주스,2
2024-05-26,그랜드테이블,카페라떼(HOT),1
2024-05-26,그랜드테이블,카페라떼(ICE),2
2024-05-26,그랜드테이블,바닐라라떼(HOT),1
2024-05-26,그랜드테이블,바닐라라떼(ICE),2
2024-05-26,그랜드테이블,청포도주스(ICE),1
2024-05-26,그랜드테이블,아메리카노(HOT),12
2024-05-26,그랜드테이블,아메리카노(ICE),7
2024-05-26,그랜드테이블,꿀자몽블랙티(HOT),1
2024-05-26,그랜드테이블,꿀자몽블랙티(ICE),1
2024-05-26,그랜드테이블,아임파인주스,1
2024-05-27,그랜드테이블,카페라떼(HOT),2
2024-05-27,그랜드테이블,카페라떼(ICE),3
2024-05-27,그랜드테이블,카푸치노(HOT),2
2024-05-27,그랜드테이블,바닐라라떼(HOT),4
2024-05-27,그랜드테이블,카페모카(HOT),1
2024-05-27,그랜드테이블,카페모카(ICE),2
2024-05-27,그랜드테이블,초코라떼(ICE),2
2024-05-27,그랜드테이블,청포도주스(ICE),3
2024-05-27,그랜드테이블,아메리카노(HOT),17
2024-05-27,그랜드테이블,아메리카노(ICE),31
2024-05-27,그랜드테이블,아이스메리 스트로베리,3
2024-05-27,그랜드테이블,꿀자몽블랙티(ICE),2
2024-05-27,그랜드테이블,유자티(ICE),1
2024-05-27,그랜드테이블,아임파인주스,5
2024-05-28,그랜드테이블,카페라떼(HOT),7
2024-05-28,그랜드테이블,카페라떼(ICE),1
2024-05-28,그랜드테이블,바닐라라떼(HOT),3
2024-05-28,그랜드테이블,카페모카(ICE),1
2024-05-28,그랜드테이블,초코라떼(HOT),1
2024-05-28,그랜드테이블,아메리카노(HOT),16
